task_id,job_id,stage,arm,config_id,config,pop_size,ls_time_limit_s,deadline_mode,solver_seed,budget_s,pilot_idx,pop_idx,instance,instance_sha256,batch,cell_id,gen_seed,m,oracle_cost,rc2_solve_s,rc2_tier,analysis_group
185,m2f_p10ls2p5_062_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,62,data/generated/calib_b/wksat_v70_k3_sr6.00_hr0.00_w1_uniform_s7.wcnf,a4b02be277bf2a92743a4782f785c66fd2ee665cdf624eacde65b191e6d8a5a3,calib_b,max3sat_n70_a6,7,420,7,170.377,T2a,tier2
186,m2f_p10ls2p5_062_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,62,data/generated/calib_b/wksat_v70_k3_sr6.00_hr0.00_w1_uniform_s7.wcnf,a4b02be277bf2a92743a4782f785c66fd2ee665cdf624eacde65b191e6d8a5a3,calib_b,max3sat_n70_a6,7,420,7,170.377,T2a,tier2
187,m2f_p10ls2p5_063_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,63,data/generated/calib_b/wksat_v70_k3_sr6.00_hr0.00_w1_uniform_s9.wcnf,b0e8efdaa1af31f316007d75baf264a9ca6317ea09f3b69292d3a61d4dc746e8,calib_b,max3sat_n70_a6,9,420,7,367.267,T2b,tier2
188,m2f_p10ls2p5_063_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,63,data/generated/calib_b/wksat_v70_k3_sr6.00_hr0.00_w1_uniform_s9.wcnf,b0e8efdaa1af31f316007d75baf264a9ca6317ea09f3b69292d3a61d4dc746e8,calib_b,max3sat_n70_a6,9,420,7,367.267,T2b,tier2
189,m2f_p10ls2p5_063_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,63,data/generated/calib_b/wksat_v70_k3_sr6.00_hr0.00_w1_uniform_s9.wcnf,b0e8efdaa1af31f316007d75baf264a9ca6317ea09f3b69292d3a61d4dc746e8,calib_b,max3sat_n70_a6,9,420,7,367.267,T2b,tier2
190,m2f_p10ls2p5_064_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,64,data/generated/calib_b/wksat_v70_k3_sr6.20_hr0.00_w1_uniform_s2.wcnf,3d1f695567b9df8dca4ef7894855b92b0cba8768bf8685e8ed73c72d91063dad,calib_b,max3sat_n70_a6.2,2,434,7,197.211,T2a,tier2
191,m2f_p10ls2p5_064_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,64,data/generated/calib_b/wksat_v70_k3_sr6.20_hr0.00_w1_uniform_s2.wcnf,3d1f695567b9df8dca4ef7894855b92b0cba8768bf8685e8ed73c72d91063dad,calib_b,max3sat_n70_a6.2,2,434,7,197.211,T2a,tier2
192,m2f_p10ls2p5_064_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,64,data/generated/calib_b/wksat_v70_k3_sr6.20_hr0.00_w1_uniform_s2.wcnf,3d1f695567b9df8dca4ef7894855b92b0cba8768bf8685e8ed73c72d91063dad,calib_b,max3sat_n70_a6.2,2,434,7,197.211,T2a,tier2
193,m2f_p10ls2p5_065_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,65,data/generated/calib_b/wksat_v70_k3_sr6.20_hr0.00_w1_uniform_s4.wcnf,2de914f690c1febc4ff8185933510cf90cca3531c010668759edeb703ce466e8,calib_b,max3sat_n70_a6.2,4,434,7,290.487,T2a,tier2
194,m2f_p10ls2p5_065_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,65,data/generated/calib_b/wksat_v70_k3_sr6.20_hr0.00_w1_uniform_s4.wcnf,2de914f690c1febc4ff8185933510cf90cca3531c010668759edeb703ce466e8,calib_b,max3sat_n70_a6.2,4,434,7,290.487,T2a,tier2
195,m2f_p10ls2p5_065_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,65,data/generated/calib_b/wksat_v70_k3_sr6.20_hr0.00_w1_uniform_s4.wcnf,2de914f690c1febc4ff8185933510cf90cca3531c010668759edeb703ce466e8,calib_b,max3sat_n70_a6.2,4,434,7,290.487,T2a,tier2
196,m2f_p10ls2p5_066_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,66,data/generated/calib_b/wksat_v70_k3_sr6.20_hr0.00_w1_uniform_s5.wcnf,22cb764d83c1d083b11e7660083d5ad102c189497a7218b249bd352fc5c7e34c,calib_b,max3sat_n70_a6.2,5,434,6,152.505,T2a,tier2
197,m2f_p10ls2p5_066_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,66,data/generated/calib_b/wksat_v70_k3_sr6.20_hr0.00_w1_uniform_s5.wcnf,22cb764d83c1d083b11e7660083d5ad102c189497a7218b249bd352fc5c7e34c,calib_b,max3sat_n70_a6.2,5,434,6,152.505,T2a,tier2
198,m2f_p10ls2p5_066_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,66,data/generated/calib_b/wksat_v70_k3_sr6.20_hr0.00_w1_uniform_s5.wcnf,22cb764d83c1d083b11e7660083d5ad102c189497a7218b249bd352fc5c7e34c,calib_b,max3sat_n70_a6.2,5,434,6,152.505,T2a,tier2
199,m2f_p10ls2p5_067_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,67,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s1.wcnf,092822b0dd4f9d236be9a106b39bf3b26037501e5e916fe6c7481ad7340361d9,calib_b,max3sat_n70_a6.5,1,455,8,436.403,T2b,tier2
200,m2f_p10ls2p5_067_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,67,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s1.wcnf,092822b0dd4f9d236be9a106b39bf3b26037501e5e916fe6c7481ad7340361d9,calib_b,max3sat_n70_a6.5,1,455,8,436.403,T2b,tier2
201,m2f_p10ls2p5_067_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,67,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s1.wcnf,092822b0dd4f9d236be9a106b39bf3b26037501e5e916fe6c7481ad7340361d9,calib_b,max3sat_n70_a6.5,1,455,8,436.403,T2b,tier2
202,m2f_p10ls2p5_068_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,68,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s3.wcnf,e738757fe767024543d8518c7dfce34262d35309efaf36597f432545fb5dcdb8,calib_b,max3sat_n70_a6.5,3,455,7,148.075,T2a,tier2
203,m2f_p10ls2p5_068_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,68,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s3.wcnf,e738757fe767024543d8518c7dfce34262d35309efaf36597f432545fb5dcdb8,calib_b,max3sat_n70_a6.5,3,455,7,148.075,T2a,tier2
204,m2f_p10ls2p5_068_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,68,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s3.wcnf,e738757fe767024543d8518c7dfce34262d35309efaf36597f432545fb5dcdb8,calib_b,max3sat_n70_a6.5,3,455,7,148.075,T2a,tier2
205,m2f_p10ls2p5_069_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,69,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s4.wcnf,fc125f4de8ed58b088b5f719e9931c060234609c5ae0ece87044ebd72b964f87,calib_b,max3sat_n70_a6.5,4,455,7,217.782,T2a,tier2
206,m2f_p10ls2p5_069_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,69,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s4.wcnf,fc125f4de8ed58b088b5f719e9931c060234609c5ae0ece87044ebd72b964f87,calib_b,max3sat_n70_a6.5,4,455,7,217.782,T2a,tier2
207,m2f_p10ls2p5_069_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,69,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s4.wcnf,fc125f4de8ed58b088b5f719e9931c060234609c5ae0ece87044ebd72b964f87,calib_b,max3sat_n70_a6.5,4,455,7,217.782,T2a,tier2
208,m2f_p10ls2p5_070_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,70,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s5.wcnf,375fc3ea17b22a5964d8689ab6b14cbcf266872d177aab7abbf9c5eb892dfc76,calib_b,max3sat_n70_a6.5,5,455,7,146.388,T2a,tier2
209,m2f_p10ls2p5_070_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,70,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s5.wcnf,375fc3ea17b22a5964d8689ab6b14cbcf266872d177aab7abbf9c5eb892dfc76,calib_b,max3sat_n70_a6.5,5,455,7,146.388,T2a,tier2
210,m2f_p10ls2p5_070_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,70,data/generated/calib_b/wksat_v70_k3_sr6.50_hr0.00_w1_uniform_s5.wcnf,375fc3ea17b22a5964d8689ab6b14cbcf266872d177aab7abbf9c5eb892dfc76,calib_b,max3sat_n70_a6.5,5,455,7,146.388,T2a,tier2
